#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:33747955	(2021) Comprehensive Analysis of the Immune and Prognostic Implication of COL6A6 in Lung Adenocarcinoma.	17	60	0.63	0.0377	9606.ENSP00000240618,9606.ENSP00000261405,9606.ENSP00000263932,9606.ENSP00000266557,9606.ENSP00000283285,9606.ENSP00000286301,9606.ENSP00000301272,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000357012,9606.ENSP00000359663,9606.ENSP00000363157,9606.ENSP00000367013,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000451828,9606.ENSP00000469049	KLRK1,VWF,TNFRSF8,CD27,CD96,CSF1R,TMIGD2,ICOS,CD28,CD244,CD40LG,TNFSF15,TNFRSF25,CD8A,TIGIT,AKT1,TNFSF14
PMID:31937752	(2020) Attenuation of TCR-induced transcription by Bach2 controls regulatory T cell differentiation and homeostasis.	18	67	0.61	0.0377	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000266551,9606.ENSP00000306157,9606.ENSP00000312326,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000358092,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000436786,9606.ENSP00000451828	TBX21,CCR7,BACH2,KLRG1,IL7R,AOC3,ICOS,CD28,MYB,TCF7,PRDM1,GATA1,GATA3,BCL2,CD8A,TIGIT,KMT2A,AKT1
PMID:32158591	(2020) Co-Stimulatory Receptors in Cancers and Their Implications for Cancer Immunotherapy.	18	67	0.61	0.0377	9606.ENSP00000177694,9606.ENSP00000261464,9606.ENSP00000262102,9606.ENSP00000263341,9606.ENSP00000266557,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000357036,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000363157,9606.ENSP00000367013,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000419085	TBX21,TRAF5,MTUS1,IL1B,CD27,ICOS,CD28,TCF7,SLAMF6,CD2,CD40LG,TNFSF15,TNFRSF25,BCL2,CD8A,EOMES,PRF1,TIGIT
PMID:32722372	(2020) Reversal of T Cell Exhaustion in Chronic HCV Infection.	16	53	0.66	0.0377	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000357012,9606.ENSP00000358092,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000412869,9606.ENSP00000419085,9606.ENSP00000420298	TBX21,CCR7,LEF1,KLRG1,IL7R,CD28,TCF7,CD5,CD244,PRDM1,CD8A,EOMES,PRF1,IKZF2,TIGIT,CD200
PMID:32990219	(2020) Phenotypic analysis of the unstimulated in vivo HIV CD4 T cell reservoir.	13	34	0.76	0.0377	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000246657,9606.ENSP00000266557,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000332812,9606.ENSP00000358490,9606.ENSP00000380227,9606.ENSP00000386559,9606.ENSP00000419085	TBX21,KLRB1,CCR7,CD27,CCR5,IL7R,ICOS,CD28,PTGDR2,CD2,ITGA4,CD8A,TIGIT
PMID:33379384	(2020) Tissue-Resident Lymphocytes: Implications in Immunotherapy for Hepatocellular Carcinoma.	16	53	0.66	0.0377	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000240618,9606.ENSP00000246657,9606.ENSP00000262102,9606.ENSP00000266557,9606.ENSP00000267082,9606.ENSP00000296140,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000358092,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000393066,9606.ENSP00000398568	TBX21,KLRB1,KLRK1,CCR7,MTUS1,CD27,ITGB7,CCR1,IL7R,CD28,RORC,PRDM1,CD8A,EOMES,SLC4A10,PRF1
PMID:31207604	(2019) TOX is a critical regulator of tumour-specific T cell differentiation.	17	60	0.63	0.0377	9606.ENSP00000177694,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000306157,9606.ENSP00000311032,9606.ENSP00000312326,9606.ENSP00000340347,9606.ENSP00000357012,9606.ENSP00000358092,9606.ENSP00000358482,9606.ENSP00000367013,9606.ENSP00000379330,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085,9606.ENSP00000477713	TBX21,LEF1,KLRG1,IL7R,CASP3,AOC3,TCF7,CD244,PRDM1,CD101,TNFRSF25,NFATC2,BCL2,CD8A,EOMES,TIGIT,LCK
PMID:31436916	(2019) Smoking affects gene expression in blood of patients with ischemic stroke.	13	34	0.76	0.0377	9606.ENSP00000253799,9606.ENSP00000263125,9606.ENSP00000265165,9606.ENSP00000295756,9606.ENSP00000306157,9606.ENSP00000317027,9606.ENSP00000319476,9606.ENSP00000340347,9606.ENSP00000353422,9606.ENSP00000354566,9606.ENSP00000358784,9606.ENSP00000397312,9606.ENSP00000398655	AOC2,PRKCQ,LEF1,TRAT1,IL7R,GCNT4,ICOS,TCF7,VPS13A,CD3E,KCNA3,LRRN3,ITK
PMID:28980301	(2018) Ly9 (SLAMF3) receptor differentially regulates iNKT cell development and activation in mice.	10	18	0.93	0.0377	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000263285,9606.ENSP00000266557,9606.ENSP00000312326,9606.ENSP00000357036,9606.ENSP00000360181,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000388620	TBX21,IL2RB,LY9,CD27,AOC3,SLAMF6,SH2D1A,GATA3,CD8A,EOMES
PMID:29669249	(2018) The Transcription Factor Runx3 Establishes Chromatin Accessibility of cis-Regulatory Landscapes that Drive Memory Cytotoxic T Lymphocyte Formation.	13	34	0.76	0.0377	9606.ENSP00000177694,9606.ENSP00000257749,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000312326,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000358092,9606.ENSP00000376436,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620	TBX21,BACH2,KLRG1,CD27,IL7R,AOC3,CD28,TCF7,PRDM1,ETS1,RUNX3,CD8A,EOMES
PMID:29891791	(2018) TGF-beta in T Cell Biology: Implications for Cancer Immunotherapy.	17	60	0.63	0.0377	9606.ENSP00000177694,9606.ENSP00000257770,9606.ENSP00000263341,9606.ENSP00000264972,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000332973,9606.ENSP00000358092,9606.ENSP00000378974,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000398655,9606.ENSP00000451828,9606.ENSP00000477713	TBX21,NT5E,IL1B,ZAP70,IL7R,CD28,RORC,SMAD3,PRDM1,MAPK8,BCL2,CD8A,EOMES,PRF1,ITK,AKT1,LCK
PMID:29976671	(2018) CD32(+) and PD-1(+) Lymph Node CD4 T Cells Support Persistent HIV-1 Transcription in Treated Aviremic Individuals.	11	23	0.86	0.0377	9606.ENSP00000246657,9606.ENSP00000263932,9606.ENSP00000266557,9606.ENSP00000271450,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000359663,9606.ENSP00000386559,9606.ENSP00000419085	CCR7,TNFRSF8,CD27,FCGR2A,CCR5,IL7R,ICOS,CD28,CD40LG,CD8A,TIGIT
PMID:30446505	(2018) Single-cell transcriptional analysis reveals ILC-like cells in zebrafish.	10	18	0.93	0.0377	9606.ENSP00000177694,9606.ENSP00000231009,9606.ENSP00000306157,9606.ENSP00000327025,9606.ENSP00000354335,9606.ENSP00000354782,9606.ENSP00000356172,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000477713	TBX21,GZMK,IL7R,RORC,MPEG1,CD247,SOX13,GATA3,CD8A,LCK
PMID:26976630	(2016) IL-12 drives functional plasticity of human group 2 innate lymphoid cells.	17	60	0.63	0.0377	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000261523,9606.ENSP00000263341,9606.ENSP00000266551,9606.ENSP00000288135,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000327025,9606.ENSP00000332812,9606.ENSP00000342681,9606.ENSP00000358490,9606.ENSP00000363157,9606.ENSP00000367013,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000388620	TBX21,KLRB1,RORA,IL1B,KLRG1,KIT,IL7R,ICOS,RORC,PTGDR2,CD5,CD2,TNFSF15,TNFRSF25,GATA3,CD8A,EOMES
PMID:27376470	(2016) Asynchronous combinatorial action of four regulatory factors activates Bcl11b for T cell commitment.	13	34	0.76	0.0377	9606.ENSP00000288135,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000340874,9606.ENSP00000349723,9606.ENSP00000356172,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000431445	KIT,CD3D,IL7R,CD28,TCF7,MEF2C,BCL11B,SOX13,GATA3,ETS1,BCL2,CD8A,CD3G
PMID:27841348	(2016) CD45-mediated control of TCR tuning in naive and memory CD8(+) T cells.	17	60	0.63	0.0377	9606.ENSP00000177694,9606.ENSP00000244007,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000279488,9606.ENSP00000306157,9606.ENSP00000307235,9606.ENSP00000309116,9606.ENSP00000312326,9606.ENSP00000324890,9606.ENSP00000342681,9606.ENSP00000354782,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000451828,9606.ENSP00000477713	TBX21,PLCG1,ZAP70,CD27,DUSP6,IL7R,EIF2AK3,PTPN7,AOC3,CD28,CD5,CD247,BCL2,CD8A,EOMES,AKT1,LCK
PMID:25669979	(2015) Prognostic and predictive value of PDL1 expression in breast cancer.	17	60	0.63	0.0377	9606.ENSP00000216223,9606.ENSP00000231009,9606.ENSP00000240618,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000292303,9606.ENSP00000300692,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000358490,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398655,9606.ENSP00000434717,9606.ENSP00000451828,9606.ENSP00000477713	IL2RB,GZMK,KLRK1,ZAP70,CD27,CCR5,CD3D,CD3E,CD247,CD2,GATA3,CD8A,EOMES,ITK,IL18BP,AKT1,LCK
PMID:22261438	(2012) The transcription factors T-bet and Eomes control key checkpoints of natural killer cell maturation.	13	34	0.76	0.0377	9606.ENSP00000177694,9606.ENSP00000261023,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000328472,9606.ENSP00000342681,9606.ENSP00000358092,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568	TBX21,ITGAV,KLRG1,CD27,KIT,S1PR5,CD5,PRDM1,GATA3,ETS1,CD8A,EOMES,PRF1
PMID:20668219	(2010) Biochemical and genetic evidence for a SAP-PKC-theta interaction contributing to IL-4 regulation.	13	34	0.76	0.0377	9606.ENSP00000177694,9606.ENSP00000263125,9606.ENSP00000263285,9606.ENSP00000276420,9606.ENSP00000312367,9606.ENSP00000324890,9606.ENSP00000357012,9606.ENSP00000357036,9606.ENSP00000358490,9606.ENSP00000360181,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000477713	TBX21,PRKCQ,LY9,DOK2,CD84,CD28,CD244,SLAMF6,CD2,SH2D1A,GATA3,CD8A,LCK
PMID:35995787	(2022) Single cell transcriptomic analysis of the immune cell compartment in the human small intestine and in Celiac disease.	32	184	0.42	0.0389	9606.ENSP00000212355,9606.ENSP00000216223,9606.ENSP00000229402,9606.ENSP00000231009,9606.ENSP00000257749,9606.ENSP00000263125,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000292303,9606.ENSP00000296140,9606.ENSP00000302846,9606.ENSP00000306157,9606.ENSP00000307833,9606.ENSP00000320509,9606.ENSP00000349723,9606.ENSP00000351905,9606.ENSP00000354782,9606.ENSP00000356906,9606.ENSP00000358490,9606.ENSP00000363157,9606.ENSP00000366863,9606.ENSP00000370671,9606.ENSP00000375821,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000387882,9606.ENSP00000412869,9606.ENSP00000419085,9606.ENSP00000433277,9606.ENSP00000434717	TGFBR3,IL2RB,KLRB1,GZMK,BACH2,PRKCQ,LEF1,KLRG1,CD27,KIT,CCR5,CCR1,PTGER4,IL7R,FBXO22,BANK1,BCL11B,TGFBR2,CD247,SH2D1B,CD2,TNFSF15,TBC1D4,KLHL42,PPP1R12B,RUNX3,CD8A,TC2N,IKZF2,TIGIT,MS4A1,IL18BP
PMID:33657410	(2021) COVID-19 immune features revealed by a large-scale single-cell transcriptome atlas.	21	90	0.55	0.0389	9606.ENSP00000216223,9606.ENSP00000231009,9606.ENSP00000257770,9606.ENSP00000263341,9606.ENSP00000265165,9606.ENSP00000266557,9606.ENSP00000292303,9606.ENSP00000292641,9606.ENSP00000297991,9606.ENSP00000300692,9606.ENSP00000331172,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000355124,9606.ENSP00000358092,9606.ENSP00000359663,9606.ENSP00000365596,9606.ENSP00000386559,9606.ENSP00000393066,9606.ENSP00000431445,9606.ENSP00000433277	IL2RB,GZMK,NT5E,IL1B,LEF1,CD27,CCR5,SCGB3A1,AQP3,CD3D,CD8B,CD3E,CD247,KRT19,PRDM1,CD40LG,GPR183,CD8A,SLC4A10,CD3G,MS4A1
PMID:35732742	(2022) Clonally expanded CD8 T cells characterize amyotrophic lateral sclerosis-4.	22	98	0.53	0.0394	9606.ENSP00000177694,9606.ENSP00000216223,9606.ENSP00000229402,9606.ENSP00000246657,9606.ENSP00000257770,9606.ENSP00000263341,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000312326,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000380227,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568,9606.ENSP00000419085,9606.ENSP00000469445	TBX21,IL2RB,KLRB1,CCR7,NT5E,IL1B,KLRG1,CD27,KIT,CCR5,IL7R,AOC3,ICOS,CD28,TCF7,CD5,ITGA4,CD8A,EOMES,PRF1,TIGIT,PNMA3
PMID:35831283	(2022) Single-cell profiling of immune cells after neoadjuvant pembrolizumab and chemotherapy in IIIA non-small cell lung cancer (NSCLC).	23	106	0.52	0.0394	9606.ENSP00000229402,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000261405,9606.ENSP00000262102,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000306157,9606.ENSP00000311300,9606.ENSP00000319476,9606.ENSP00000331172,9606.ENSP00000340347,9606.ENSP00000343706,9606.ENSP00000344724,9606.ENSP00000348074,9606.ENSP00000358092,9606.ENSP00000359663,9606.ENSP00000360181,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000420298,9606.ENSP00000433277,9606.ENSP00000469445	KLRB1,GZMK,CCR7,VWF,MTUS1,LEF1,KLRG1,IL7R,CTSW,ICOS,CD8B,TCF7,MAGEH1,TOX2,CLEC9A,PRDM1,CD40LG,SH2D1A,CD8A,TIGIT,CD200,MS4A1,PNMA3
PMID:32560225	(2020) Transcriptional Regulation of Natural Killer Cell Development and Functions.	23	106	0.52	0.0394	9606.ENSP00000177694,9606.ENSP00000240618,9606.ENSP00000244174,9606.ENSP00000261023,9606.ENSP00000263341,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000288135,9606.ENSP00000306157,9606.ENSP00000328472,9606.ENSP00000332973,9606.ENSP00000344544,9606.ENSP00000344724,9606.ENSP00000345728,9606.ENSP00000350844,9606.ENSP00000357012,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000376436,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398568	TBX21,KLRK1,IL9R,ITGAV,IL1B,KLRG1,CD27,KIT,IL7R,S1PR5,SMAD3,IKZF3,TOX2,ATP7A,PAX5,CD244,GATA1,GATA3,ETS1,RUNX3,CD8A,EOMES,PRF1
PMID:28979134	(2017) Prognostic immune-related gene models for breast cancer: a pooled analysis.	22	98	0.53	0.0394	9606.ENSP00000245907,9606.ENSP00000263125,9606.ENSP00000263285,9606.ENSP00000263341,9606.ENSP00000264972,9606.ENSP00000266557,9606.ENSP00000286301,9606.ENSP00000300176,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000306372,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000331172,9606.ENSP00000354566,9606.ENSP00000354782,9606.ENSP00000357036,9606.ENSP00000363330,9606.ENSP00000379330,9606.ENSP00000398655,9606.ENSP00000477713,9606.ENSP00000501317	C3,PRKCQ,LY9,IL1B,ZAP70,CD27,CSF1R,AGFG2,CD3D,IL7R,ZNF3,ICOS,CD28,CD8B,CD3E,CD247,SLAMF6,CD52,NFATC2,ITK,LCK,RFX7
PMID:37012419	(2023) Live-attenuated vaccine sCPD9 elicits superior mucosal and systemic immunity to SARS-CoV-2 variants in hamsters.	15	47	0.68	0.0402	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000340347,9606.ENSP00000350844,9606.ENSP00000354566,9606.ENSP00000356429,9606.ENSP00000358092,9606.ENSP00000359663,9606.ENSP00000386559	TBX21,CCR7,BACH2,LEF1,KLRG1,CD27,IL7R,ICOS,TCF7,PAX5,CD3E,RGS1,PRDM1,CD40LG,CD8A
PMID:35222426	(2022) Endothelin-A Receptor Antagonist Alleviates Allergic Airway Inflammation via the Inhibition of ILC2 Function.	15	47	0.68	0.0402	9606.ENSP00000266551,9606.ENSP00000306157,9606.ENSP00000311035,9606.ENSP00000319476,9606.ENSP00000327025,9606.ENSP00000332812,9606.ENSP00000340347,9606.ENSP00000342681,9606.ENSP00000349723,9606.ENSP00000354566,9606.ENSP00000359719,9606.ENSP00000362401,9606.ENSP00000368632,9606.ENSP00000373691,9606.ENSP00000386559	KLRG1,IL7R,CD200R1,ICOS,RORC,PTGDR2,TCF7,CD5,BCL11B,CD3E,PRKACB,CYSLTR1,GATA3,DUOX2,CD8A
PMID:35686915	(2022) Phenotype, Function, and Clinical Significance of CD26+ and CD161+Tregs in Splenic Marginal Zone Lymphoma.	15	47	0.68	0.0402	9606.ENSP00000229402,9606.ENSP00000246657,9606.ENSP00000263932,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000342681,9606.ENSP00000353731,9606.ENSP00000354566,9606.ENSP00000359663,9606.ENSP00000386559,9606.ENSP00000419085	KLRB1,CCR7,TNFRSF8,KLRG1,CD27,CCR5,IL7R,ICOS,CD28,CD5,DPP4,CD3E,CD40LG,CD8A,TIGIT
PMID:33722906	(2021) Designed improvement to T-cell immunotherapy by multidimensional single cell profiling.	15	47	0.68	0.0402	9606.ENSP00000216223,9606.ENSP00000246657,9606.ENSP00000261523,9606.ENSP00000263932,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000340347,9606.ENSP00000354782,9606.ENSP00000357012,9606.ENSP00000358490,9606.ENSP00000386559	IL2RB,CCR7,RORA,TNFRSF8,LEF1,KLRG1,CD27,CD3D,IL7R,CD28,TCF7,CD247,CD244,CD2,CD8A
PMID:33727834	(2021) Immunological Aspects of Diagnosis and Management of Childhood Tuberculosis.	15	47	0.68	0.0402	9606.ENSP00000263341,9606.ENSP00000266557,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000310244,9606.ENSP00000351905,9606.ENSP00000354566,9606.ENSP00000356033,9606.ENSP00000376268,9606.ENSP00000386559,9606.ENSP00000398655,9606.ENSP00000409463,9606.ENSP00000431445,9606.ENSP00000460475,9606.ENSP00000477713	IL1B,CD27,CD3D,IL7R,RASGRP1,TGFBR2,CD3E,TAGAP,SEC14L1,CD8A,ITK,ZNF740,CD3G,NLRP1,LCK
PMID:34534464	(2021) Antigen dominance hierarchies shape TCF1(+) progenitor CD8 T cell phenotypes in tumors.	15	47	0.68	0.0402	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000246657,9606.ENSP00000306157,9606.ENSP00000312367,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000340347,9606.ENSP00000355771,9606.ENSP00000357036,9606.ENSP00000386559,9606.ENSP00000393066,9606.ENSP00000419085,9606.ENSP00000420298	TBX21,KLRB1,CCR7,IL7R,CD84,ICOS,CD28,RORC,TCF7,AFDN,SLAMF6,CD8A,SLC4A10,TIGIT,CD200
PMID:33207648	(2020) Hiding in Plain Sight: Virtually Unrecognizable Memory Phenotype CD8(+) T cells.	15	47	0.68	0.0402	9606.ENSP00000177694,9606.ENSP00000240618,9606.ENSP00000246657,9606.ENSP00000264316,9606.ENSP00000266551,9606.ENSP00000266557,9606.ENSP00000306157,9606.ENSP00000342681,9606.ENSP00000349723,9606.ENSP00000380227,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000398655	TBX21,KLRK1,CCR7,TXK,KLRG1,CD27,IL7R,CD5,BCL11B,ITGA4,BCL2,RUNX3,CD8A,EOMES,ITK
PMID:30154266	(2018) High-dimensional single cell analysis identifies stem-like cytotoxic CD8(+) T cells infiltrating human tumors.	15	47	0.68	0.0402	9606.ENSP00000177694,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000263285,9606.ENSP00000266557,9606.ENSP00000324890,9606.ENSP00000331172,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000358092,9606.ENSP00000360181,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000419085	TBX21,GZMK,CCR7,LY9,CD27,CD28,CD8B,MYB,TCF7,PRDM1,SH2D1A,GATA3,CD8A,EOMES,TIGIT
PMID:28487311	(2017) Egr2 and 3 control adaptive immune responses by temporally uncoupling expansion from T cell differentiation.	15	47	0.68	0.0402	9606.ENSP00000177694,9606.ENSP00000231009,9606.ENSP00000261523,9606.ENSP00000263341,9606.ENSP00000265165,9606.ENSP00000292303,9606.ENSP00000312326,9606.ENSP00000327025,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000358092,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000441600	TBX21,GZMK,RORA,IL1B,LEF1,CCR5,AOC3,RORC,MYB,TCF7,PRDM1,RUNX3,CD8A,EOMES,CCR3
PMID:35625048	(2022) TRP Family Genes Are Differently Expressed and Correlated with Immune Response in Glioma.	27	140	0.47	0.0405	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000255409,9606.ENSP00000263932,9606.ENSP00000266557,9606.ENSP00000280772,9606.ENSP00000286301,9606.ENSP00000300692,9606.ENSP00000301272,9606.ENSP00000311035,9606.ENSP00000324890,9606.ENSP00000331172,9606.ENSP00000340913,9606.ENSP00000354566,9606.ENSP00000356438,9606.ENSP00000357012,9606.ENSP00000358490,9606.ENSP00000359663,9606.ENSP00000363157,9606.ENSP00000367013,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000419085,9606.ENSP00000420298,9606.ENSP00000451828,9606.ENSP00000459962,9606.ENSP00000469049	TBX21,CCR7,CHI3L1,TNFRSF8,CD27,ANK3,CSF1R,CD3D,TMIGD2,CD200R1,CD28,CD8B,TRPC6,CD3E,PTGS2,CD244,CD2,CD40LG,TNFSF15,TNFRSF25,GATA3,CD8A,TIGIT,CD200,AKT1,TRPV1,TNFSF14
PMID:35967297	(2022) A single-cell map of vascular and tissue lymphocytes identifies proliferative TCF-1(+) human innate lymphoid cells.	18	68	0.6	0.0415	9606.ENSP00000177694,9606.ENSP00000229402,9606.ENSP00000231009,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000288135,9606.ENSP00000300692,9606.ENSP00000306157,9606.ENSP00000327025,9606.ENSP00000331172,9606.ENSP00000332812,9606.ENSP00000340347,9606.ENSP00000349723,9606.ENSP00000367013,9606.ENSP00000368632,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000431445	TBX21,KLRB1,GZMK,LEF1,KLRG1,KIT,CD3D,IL7R,RORC,CD8B,PTGDR2,TCF7,BCL11B,TNFRSF25,GATA3,CD8A,EOMES,CD3G
PMID:34845849	(2021) T cell landscape and dynamics in immunoglobulin light chain amyloidosis before and after daratumumab-based therapy.	20	83	0.56	0.0421	9606.ENSP00000177694,9606.ENSP00000231009,9606.ENSP00000246657,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000279488,9606.ENSP00000292303,9606.ENSP00000306157,9606.ENSP00000324890,9606.ENSP00000327025,9606.ENSP00000331172,9606.ENSP00000340347,9606.ENSP00000344724,9606.ENSP00000356429,9606.ENSP00000358092,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000388620,9606.ENSP00000393066,9606.ENSP00000419085	TBX21,GZMK,CCR7,LEF1,KLRG1,DUSP6,CCR5,IL7R,CD28,RORC,CD8B,TCF7,TOX2,RGS1,PRDM1,RUNX3,CD8A,EOMES,SLC4A10,TIGIT
PMID:31216480	(2019) TCF1 and LEF1 Control Treg Competitive Survival and Tfr Development to Prevent Autoimmune Diseases.	16	54	0.65	0.0421	9606.ENSP00000177694,9606.ENSP00000246657,9606.ENSP00000257749,9606.ENSP00000265165,9606.ENSP00000266551,9606.ENSP00000319476,9606.ENSP00000324890,9606.ENSP00000339992,9606.ENSP00000340347,9606.ENSP00000358092,9606.ENSP00000365858,9606.ENSP00000368632,9606.ENSP00000381185,9606.ENSP00000386559,9606.ENSP00000412869,9606.ENSP00000419085	TBX21,CCR7,BACH2,LEF1,KLRG1,ICOS,CD28,MYB,TCF7,PRDM1,GATA1,GATA3,BCL2,CD8A,IKZF2,TIGIT
PMID:25128552	(2014) The multifaceted roles of Bcl11b in thymic and peripheral T cells: impact on immune diseases.	16	54	0.65	0.0421	9606.ENSP00000177694,9606.ENSP00000244007,9606.ENSP00000263341,9606.ENSP00000264972,9606.ENSP00000324890,9606.ENSP00000332973,9606.ENSP00000349723,9606.ENSP00000351905,9606.ENSP00000357012,9606.ENSP00000368632,9606.ENSP00000381185,9606.ENSP00000382800,9606.ENSP00000386559,9606.ENSP00000398568,9606.ENSP00000408617,9606.ENSP00000477713	TBX21,PLCG1,IL1B,ZAP70,CD28,SMAD3,BCL11B,TGFBR2,CD244,GATA3,BCL2,RUNX3,CD8A,PRF1,HDAC9,LCK
